"class","comment"
"FamixJavaEntity","file :=  'ArgoUML-0.34.mse' asFileReference readStream.dictionary := Dictionary newFrom: (	FamixJavaEntity withAllSubclasses collect: [ :c | 		cn := c name withoutPrefix: #FamixJava.		('FAMIX.', cn) -> ('FamixJava-Entities.', cn) ]).dictionary at: 'FAMIX.JavaSourceLanguage' put: 'FamixJava-Entities.SourceLanguage'.repo := MooseModel importFrom: file withMetamodel: FamixJavaGenerator metamodel translationDictionary: dictionary.model := MooseModel new.	model silentlyAddAll: repo elements.	model entityStorage forRuntime.model."
"FamixJavaInheritance",""
"FamixJavaParameterizedType",""
"FamixJavaSourceLanguage",""
"FamixJavaPackage",""
"FamixJavaThrownException",""
"FamixJavaNamedEntity",""
"FamixJavaFolder",""
"FamixJavaAnnotationInstanceAttribute",""
"FamixJavaParameterizableClass",""
"FamixJavaIndexedFileAnchor",""
"FamixJavaMethod",""
"FamixJavaModel",""
"FamixJavaParameter",""
"FamixJavaException",""
"FamixJavaInvocation",""
"FamixJavaPrimitiveType",""
"FamixJavaUnknownSourceLanguage",""
"FamixJavaType",""
"FamixJavaSourceAnchor",""
"FamixJavaAttribute",""
"FamixJavaGlobalVariable",""
"FamixJavaAssociation",""
"FamixJavaEnum",""
"FamixJavaMultipleFileAnchor",""
"FamixJavaScopingEntity",""
"FamixJavaImportingContext",""
"FamixJavaUnknownVariable",""
"FamixJavaCaughtException",""
"FamixJavaReference",""
"FamixJavaEnumValue",""
"FamixJavaSourcedEntity",""
"FamixJavaAnnotationType",""
"FamixJavaAbstractFileAnchor",""
"FamixJavaAnnotationTypeAttribute",""
"FamixJavaImplicitVariable",""
"FamixJavaAccess",""
"FamixJavaParameterType",""
"FamixJavaGenerator",""
"FamixJavaEnumTest",""
"FamixJavaMethodTest",""
"FamixJavaParameterizedTypeTest",""
"FamixJavaSourceLanguageTest",""
"FamixJavaClassTest",""
"FamixJavaEnumValueTest",""
"FamixJavaParameterizableClassTest",""
"FamixJavaQueryTest",""
"FamixJavaTest",""
"FmxLazyClassChange","Description--------------------I am an abstract class representing changes that will need to impact a class during the generation.	 Internal Representation and Key Implementation Points.--------------------    Instance Variables	className:		<aSymbol>		Name of the class to impact.	isClassSide:		<aBoolean>	A boolean to determine if the impact will be on the instance or the class side of the class to update."
"FmxMBRelation","FamixMetamodelBuilderRelation"
"FamixMetamodelGeneratorNoCleaningStrategy","Description--------------------I am a cleaning strategy that cleans nothing (Null design patter)"
"FmxMBProperty",""
"FmxMBTraitsGeneralizationError",""
"FmxMethodRemovals","Description--------------------I represent a change that would remove methods of a class during a Famix generation.Examples--------------------	FmxMethodRemovals className: FmxMethodRemovals isClassSide: true selectors: {#apply} Internal Representation and Key Implementation Points.--------------------    Instance Variables	selectors:		<aCollectionOfSelectors>		The list of selectors to remove from the class."
"FmxMBStandardRelationSideGenerationStrategy",""
"FmxCodeChange","Description--------------------I am an abstract class representing a code changes.I am used by the Famix Generator to represent a change the generator need to apply during a generation and I can be applied.I am useful because the generator will be able to create the list of changes to apply and apply them. Doing the separation allows us to implement new features such as a method to know if a generator would have impact if we need to regenerate. Public API and Key Messages--------------------- #apply 		Will apply the change to the current system"
"FmxMBRingEnvironment",""
"FmxMBBehavior",""
"FmxMBPrintVisitor","I'm a visitor for instances of #FamixMetamodelGenerator and subclasses.I just visit each node in the builder, and print it on the Transcript.see FmxMBVisitor to see how to use me."
"FmxClassCommentUpdate","Description--------------------I represent a change that would update a class comment during a Famix generation.Examples--------------------	FmxClassCommentUpdate className: FmxClassCommentUpdate comment: 'This is the new comment of my class.' Internal Representation and Key Implementation Points.--------------------    Instance Variables	comment:		<aString>		The new comment of the class."
"FmxMBRelationSideGenerationStrategy",""
"FamixMetamodelGeneratorTotalCleaningStrategy","Description--------------------I am a hard cleaning strategy. I'll just delete the package generated by the generator."
"FmxMBRelationSide",""
"FmxPackageAddition","Description--------------------I represent a change that would create a package during a Famix generation.Examples--------------------	FmxPackageAddition named: 'Famix-Example-Entities' Internal Representation and Key Implementation Points.--------------------    Instance Variables	packageName:		<aString>		Name of the package to create."
"FmxMBVisitor","I am a visitor for instances of #FamixMetamodelGenerator and subclasses.I offer methods to which will be called by visited class that accept me.My methods are empty to serve as base implementation if you want to only override specific methods.My methods do NOT take care of accepting me on their childrens. See #FmxMBVisitorWalker if you want that property.A minimum builder needs to subclass FamixMetamodelGenerator, and override the class side method #packageuse the #FmxMBPrintVisitor class for a working example.general case:b := aFamixMetamodelGeneratorClass builderWithDefinitions.v := aFmxMBVisitorClass new.b acceptVisitor: v."
"FmxClassAddition","Description--------------------I represent a change that would create a class during a Famix generation.Examples--------------------	FmxClassAddition definition: 'MooseModel subclass: #FmxStMooseModel	instanceVariableNames: ''''	classVariableNames: ''''	package: ''Famix-Smalltalk-Entities''' Internal Representation and Key Implementation Points.--------------------    Instance Variables	definition:		<aString>		The definition of the class to create."
"FmxMBRealRingEnvironment",""
"FmxMBRelationSideTrait",""
"FmxMBClass",""
"FmxMBEntityAlreadyExists",""
"FmxMethodAdditions","Description--------------------I represent a change that would create add methods to a class during a Famix generation.Examples--------------------	method := RGMethod new		sourceCode: 'initialize		<generated>		super initialize.		self toto: true;		protocol: #initialization;		name: #initialize;		yourself.	FmxMethodAdditions className: FmxMethodAddition isClassSide: false rgMethods: {method}	 Internal Representation and Key Implementation Points.--------------------    Instance Variables	rgMethods:		<aCollectionOfRGMethods>		A collection of ring methods to add to a class."
"FmxMBNonRemoteRelationSideGenerationStrategy",""
"FamixMetamodelBuilder","builder := FamixMetamodelBuilder new.builder 	prefix: 'FamixTest';	packageName: 'FamixTest'.comment := builder newClassNamed: #Comment.method := builder newClassNamed: #Method.package := builder newClassNamed: #Package.(package <>- comment)	from	builder := FamixMetamodelBuilder new.rel := builder newRelation 	between: #TAccess and: #TWithAccesses;	fromOne: #accessor toMany: #accesses.		rel := builder newRelation 	between: #TAccess and: #TWithAccesses;	fromOne: #accessor toMany: #accesses.	rel := builder newRelation	from: [ :side |		side name: #accessor;			traitName: #TAccess;			container;			comment: 'some comment';			one	 ];	to: [ :opposite |		opposite 	name: #accesses;			traitName: #TWithAccesses;			comment: 'ohter comment';			many ].			"
"FmxMBTypedProperty",""
"FmxMBConfiguration","settings for the FamixMetamodelBuilder"
"FmxMBPlantTextVisitor","I implement a Metamodel generator visitor, aiming to give a UML code usable with plantUML (http://plantuml.com).I accumulate in a stream the content you'll have to put in a file and run through plantUml.subclass #MetamodelGenerator , and try me! (print the last line)b :=  aMetamodelGeneratorSubClass builderWithDefinitions.v :=  FmxMBPlantTextVisitor new.b acceptVisitor: v.v contents"
"FmxClassRemoval","Description--------------------I represent a change that would remove a class during a Famix generation.Examples--------------------	FmxClassRemoval class: FmxClassRemoval Internal Representation and Key Implementation Points.--------------------    Instance Variables	class:		<aClass>		The instance of the class to remove from the system."
"FmxMBNavigationGroup",""
"FamixAbstractMetamodelGeneratorCleaningStrategy","Description--------------------I am an abstract class to define the API of cleaning strategies.Cleaning strategies are used by a MM generator to know how to regenerate a MM."
"FmxMBTrait",""
"FmxMBIncompletePropertyDefiniton","FamixMetamodelBuilderIncompletePropertyDefiniton"
"FmxMethodUpdates","Description--------------------I represent a change that would update methods of a class during a Famix generation.Examples--------------------	method := RGMethod new		sourceCode: 'initialize		<generated>		super initialize.		self toto: true;		protocol: #initialization;		name: #initialize;		yourself.	FmxMethodUpdates className: FmxMethodAddition isClassSide: false rgMethods: {method}	 Internal Representation and Key Implementation Points.--------------------    Instance Variables	rgMethods:		<aCollectionOfRGMethods>		A collection of ring methods to update in a class."
"FmxMBRemoteRelationSideGenerationStrategy",""
"FamixMetamodelGenerator","Use me to create a Moose model.You should extend me and then redefine the methods: (see documentation https://github.com/SquareBracketAssociates/Booklet-FamixNG)- defineClasses: to define the entities (can be instanciate)- defineHierarchy: to define the hierarchy of class- defineProperties: to define the properties (fields) of an Entity- defineTraits: to define the Traits (can't be instanciate)- defineRelations: to define the relations between entities.	- oneToOne:	-* oneToMany:	*- manyToOne:	*-* manyToMany:	<>- containsOne:	<>-* containsMany:	-<> oneBelongsTo:	*-<> manyBelongTo:Once the metamodel is defined, use:	MyModelGenerator generate.You can also redefine #submetamodels to use entities from another generator"
"FmxMBEnvironment","FamixMetamodelBuilderEnvironment"
"FmxMBEntity",""
"FmxMBWalkerVisitor","I implement a simple visitor walk of the tree starting in aBuilder.Use me if you don't want to think about the order the builder should be walked in, by calling my methods whenever you want a node to visit his children.Example: visitClass: aClass	aClass doStuff.	super visitClass: aClass. ""call accepts on the children of the class""	aclass doMoreStuff."
"FmxMBClassTest",""
"FmxMBNavigationGroupTest",""
"FamixMetamodelCleaningStrategiesTestGenerator",""
"FmxMBBehaviorTest",""
"FmxMBImportingContextTest",""
"FamixGenerateRemoteAccessorTestResource","Description--------------------I am a test resource used when someone needs the composed MM GenerateRemoteAccessor. I'll generate the MM and remove it once all tests of the class are finished.	 Internal Representation and Key Implementation Points.--------------------    Instance Variables	entityA:		First entity of the model	entityB:		Second entity of the model"
"FmxMBTestCase",""
"FmxMBGeneratorTest",""
"FmxMBTestingMethodsTest",""
"FmxMBGeneratorRemoteAccessorTest",""
"FmxMBGeneratorCleaningStrategyTest",""
"FmxMBRelationsGenerationTest",""
"FamixTestExternalTraits",""
"FmxMBConfigurationTest",""
"FmxMBRelationSidesCombinationsTests",""
"FmxMBClassGeneralizationsTest",""
"FmxMBTypedPropertyTest",""
"FmxMBBuilderTest","coverage:blacklistClasses := { FamixMetamodelBuilderRealEnvironment. FamixMetamodelGenerator }.methods := 'Famix-MetamodelBuilder-Core' asPackage methods copyWithoutAll: (blacklistClasses flatCollect: #localMethods).testRunner := TestRunner new.testRunner instVarNamed: #packagesSelected put: #('Famix-MetamodelBuilder-Tests').testRunner selectSubclasses.testRunner collectCoverageFor: (methods collect: #asRingDefinition)"
"FmxMBRelationTest",""
"FamixMetamodelGenerateRemoteAccessorTestGeneratorB",""
"FmxMBBuilderRelationTest",""
"FmxMBRelationSideTest",""
"FamixMetamodelGenerateRemoteAccessorTestGeneratorAB",""
"FmxMBTraitTest",""
"FmxMBPropertyTest",""
"FamixMetamodelGenerateRemoteAccessorTestGeneratorA",""
"FamixMooseQueryGenerator",""
"FamixGenerator","| g |g := FamixGenerator new.g generateWithoutCleaning.FamixCompatibilityGenerator resetMetamodel. "
"FamixStSourceLanguage",""
"FamixStReference",""
"FamixStScopingEntity",""
"FamixStSourceTextAnchor",""
"FamixStInvocation",""
"FamixStMethod",""
"FamixStSourceAnchor",""
"FamixStImportingContext",""
"FamixStInheritance",""
"FamixStClass",""
"FamixStEntity",""
"FamixStUnknownVariable",""
"FamixStAccess",""
"FamixStAnnotationType",""
"ManifestFamixPharoSmalltalkEntities","I store metadata for this package. These meta data are used by other tools such as the SmalllintManifestChecker and the critics Browser"
"FamixStParameter",""
"FamixStAssociation",""
"FamixStContainerEntity",""
"FamixStModel",""
"FamixStLocalVariable",""
"FamixStAnnotationInstanceAttribute",""
"FamixStAnnotationTypeAttribute",""
"FamixStImplicitVariable",""
"FamixStAnnotationInstance",""
"FamixStAttribute",""
"FamixStGlobalVariable",""
"FamixStSourcedEntity",""
"FamixStNamedEntity",""
"FamixStPackage",""
"FamixStUnknownSourceLanguage",""
"FamixStComment",""
"FamixStNamespace",""
"FamixPharoSmalltalkGenerator",""
"FamixMetricsTest",""
"FamixSmalltalkMethodTest",""
"KGBForMetricsTestResource","I am a test resource building a FamixStModel with some of KGB packages used for metrics tests."
"PackageBlueprintTestResource","I am a test resource building a FamixStModel with the package blueprint test resource entities."
"FamixPharoSmalltalkSourceLanguageTest",""
"FamixStQueryTest",""
"LCOMTestResource","I am a test resource building a FamixStModel with the LCOM test resource entities."
"FamixSmalltalkNameResolver",""
"RBVisitorForFAMIXMetrics","VisualWorksParseTreeMetricCalculator is a visitor computing AST based metrics. It also computes LOC. Right now only Number of MessageSends is computed in a correct manner.Instance Variables:	extendsSuper	<Boolean>	description of extendsSuper	methodComplexity	<ArithmeticValue | CPointer>	description of methodComplexity	numberOfLinesOfCode	<Magnitude | WindowSpec>	description of numberOfLinesOfCode	numberOfMessageSends	<ArithmeticValue | CPointer>	description of numberOfMessageSends	numberOfStatements	<ArithmeticValue | CPointer>	description of numberOfStatements	parameterComplexityMultiplier	<Object>	description of parameterComplexityMultiplier"
"FamixSmalltalkNameResolverTest",""
"MooseNamingTest",""
"FamixTest1UnknownSourceLanguage",""
"FamixTest1Method",""
"FamixTest1SourceLanguage",""
"FamixTest1Folder",""
"FamixTest1SourceTextAnchor",""
"FamixTest1File",""
"FamixTest1MultipleFileAnchor",""
"FamixTest1Class",""
"FamixTest1IndexedFileAnchor",""
"FamixTest1Attribute",""
"FamixTest1FileAnchor",""
"FamixTest1NamedEntity",""
"FamixTest1AbstractFileAnchor",""
"FamixTest1Comment",""
"FamixTest1SourceAnchor",""
"FamixTest1Association",""
"FamixTest1Entity",""
"FamixTest1SourcedEntity",""
"FamixTest1Model",""
"FamixFileAnchorTest",""
"MooseAbstractGroupWithTest1ModelTest",""
"FamixAbstractFileAnchorTest",""
"FamixWithSourceLanguageTest",""
"FamixSourceAnchorTest",""
"FamixWithSourceAnchorTest",""
"FamixNamedEntityTest",""
"FamixWithMethodsTest",""
"TEntityMetaLevelDependencyTest",""
"FamixMethodTest",""
"FamixWithImmediateSourceTest",""
"OldFamixTest1TestIssue28",""
"FamixClassTest",""
"FamixWithCommentsTest",""
"OldFamixTest1TestIssue22",""
"FamixAssociationTest",""
"FamixSourceLanguageTest",""
"OldFamixTest1TestIssue20",""
"FamixFolderTest",""
"FamixMultipleFileAnchorTest",""
"OldFamixTest1TestIssue19",""
"FamixFileTest",""
"FamixIndexedFileAnchorTest",""
"MooseEntityWithTest1ModelTest",""
"FamixAbstractFileTest",""
"FamixTest2SourcedEntity",""
"FamixTest2NamedEntity",""
"FamixTest2SourceTextAnchor",""
"FamixTest2Association",""
"FamixTest2Class",""
"FamixTest2SourceLanguage",""
"FamixTest2Inheritance",""
"FamixTest2Model",""
"FamixTest2Entity",""
"FamixTest2UnknownSourceLanguage",""
"FamixTest2Comment",""
"FamixTest2SourceAnchor",""
"FamixTest2Test",""
"FamixTest3Entity",""
"FamixTest3NamedEntity",""
"FamixTest3Association",""
"FamixTest3PrimitiveType",""
"FamixTest3Invocation",""
"FamixTest3Method",""
"FamixTest3SourceAnchor",""
"FamixTest3SourcedEntity",""
"FamixTest3Reference",""
"FamixTest3Type",""
"FamixTest3SourceTextAnchor",""
"FamixTest3UnknownSourceLanguage",""
"FamixTest3Model",""
"FamixTest3SourceLanguage",""
"FamixTest3Class",""
"FamixTest3Comment",""
"FamixTest3Test",""
"FamixTest4Entity",""
"FamixTest4Student",""
"FamixTest4Classroom",""
"FamixTest4Book",""
"FamixTest4Teacher",""
"FamixTest4School",""
"FamixTest4Person",""
"FamixTest4Room",""
"FamixTest4Model",""
"FamixTest4Principal",""
"FamixTest4Cafeteria",""
"FamixTest4Test",""
"FamixTestComposed3Model",""
"FamixTestComposedComposedModel",""
"FamixTestComposedComposedMetamodels",""
"FamixTestComposedMetamodelsWithMooseQuery",""
"FamixTestComposedMetamodels","Test relation types between remote and nonremote entities is composed metamodels"
"FamixTestComposedMetamodelsBuilding",""
"FamixTestComposedCustomEntity1",""
"FamixTestComposedCustomEntity3",""
"FamixTestComposedEntity",""
"FamixTestComposedModel",""
"FamixTestComposedCustomEntity2",""
"FamixTestComposedCustomEntity4",""
"FamixTestComposedAssociation",""
"FamixTestComposed1CustomEntity2",""
"FamixTestComposed1SourceAnchor",""
"FamixTestComposed1SourcedEntity",""
"FamixTestComposed1Class",""
"FamixTestComposed1CustomEntity3",""
"FamixTestComposed1SourceTextAnchor",""
"FamixTestComposed1Association",""
"FamixTestComposed1Method",""
"FamixTestComposed1Entity",""
"FamixTestComposed1CustomEntity4",""
"FamixTestComposed1SourceLanguage",""
"FamixTestComposed1Comment",""
"FamixTestComposed1Model",""
"FamixTestComposed1CustomEntity1",""
"FamixTestComposed1CustomEntity5",""
"FamixTestComposed1UnknownSourceLanguage",""
"FamixTestComposed1NamedEntity",""
"FamixTestComposed2Entity",""
"FamixTestComposed2CustomEntity4",""
"FamixTestComposed2SourceLanguage",""
"FamixTestComposed2Comment",""
"FamixTestComposed2Model",""
"FamixTestComposed2CustomEntity1",""
"FamixTestComposed2CustomEntity5",""
"FamixTestComposed2UnknownSourceLanguage",""
"FamixTestComposed2NamedEntity",""
"FamixTestComposed2CustomEntity2",""
"FamixTestComposed2SourceAnchor",""
"FamixTestComposed2SourcedEntity",""
"FamixTestComposed2Class",""
"FamixTestComposed2CustomEntity3",""
"FamixTestComposed2SourceTextAnchor",""
"FamixTestComposed2Association",""
"FamixTestComposed2Method",""
"FamixTest1Generator","""FamixSandboxGenerator new generate.""| model c c2 m m2 sa1 | model := MooseModel new.c := FamixSandClass named: 'Class1'.c2 := FamixSandClass named: 'Class2'.m := FamixSandMethod named: 'method1'.m2 := FamixSandMethod named: 'method2'.""sa1 := FamixSandSourceTextAnchor new source: 'method1 source' .""sa1 := FamixSandIndexedFileAnchor new fileName: '/tmp/s/source.txt'.sa1 startPos: 3.sa1 endPos: 10.model addAll: { c. c2. m. m2. sa1 }.m parentType: c.m2 parentType: c2.m sourceAnchor: sa1.model."
"FamixTestComposed3Generator",""
"FamixTestComposedGenerator",""
"FamixTest3Generator",""
"FamixTestComposedSubmetamodel2Generator",""
"FamixTest4Generator",""
"FamixTestComposedComposedGenerator",""
"FamixTest2Generator",""
"FamixTestComposedSubmetamodel1Generator",""
"FamixTDeclaredExceptionTest",""
"FamixTInvocationTest",""
"FamixTTemplateTest",""
"TFamixTWithPackagesTest",""
"TFamixTWithCaughtExceptionsTest",""
"TFamixTSourceLanguageTest",""
"FamixTWithDeclaredExceptionsTest",""
"TFamixTInvocationsReceiverTest",""
"FamixTWithSignatureTest",""
"FamixTAnnotationInstanceAttributeTest",""
"TFamixTAnnotationInstanceTest",""
"FamixTFolderTest",""
"FamixTPackageableTest",""
"FamixTTypedStructureTest",""
"TFamixTWithReferencesTest",""
"TFamixTWithDereferencedInvocationsTest",""
"TFamixTTraitTest",""
"TFamixTMultipleFileAnchorTest",""
"FamixTWithInvocationsTest",""
"TFamixTFileNavigationTest",""
"FamixTDefinedInModuleTest",""
"TFamixTAttributeTest",""
"FamixTInvocationsReceiverTest",""
"FamixTTemplateUserTest",""
"FamixTWithDereferencedInvocationsTest",""
"TFamixTWithTemplatesTest",""
"TFamixTWithFilesTest",""
"TFamixTTypeTest",""
"FamixTWithSourceAnchorTest",""
"TFamixTFunctionTest",""
"TFamixTPackageTest",""
"FamixTAnnotationInstanceTest",""
"FamixTFunctionTest",""
"TFamixTExceptionTest",""
"TFamixTCompilationUnitTest",""
"FamixTParameterTest",""
"FamixTWithAccessesTest",""
"FamixTWithMethodsTest",""
"TFamixTWithTypedStructuresTest",""
"TFamixTWithImplicitVariablesTest",""
"TFamixTWithAccessesTest",""
"TFamixTParameterizedTypeUserTest",""
"TFamixTImplicitVariableTest",""
"FamixTDereferencedInvocationTest",""
"FamixTLocalVariableTest",""
"FamixTThrownExceptionTest",""
"FamixTWithEnumValuesTest",""
"FamixTWithSourceLanguageTest",""
"FamixTAnnotationTypeAttributeTest",""
"TFamixTWithNamespacesTest",""
"TFamixTWithAttributesTest",""
"TFamixTSourceAnchorTest",""
"TFamixTInvocationTest",""
"FamixTGlobalVariableScopeTest",""
"FamixTParameterizedTypeTest",""
"TFamixTAnnotationInstanceAttributeTest",""
"FamixTWithAnnotationInstanceAttributesTest",""
"FamixTWithModifiersTest",""
"FamixTEnumValueTest",""
"TFamixTWithParametersTest",""
"TFamixTWithDeclaredExceptionsTest",""
"TFamixTThrownExceptionTest",""
"TFamixTModuleTest",""
"TFamixTFileIncludeTest",""
"FamixTMethodTest",""
"FamixTTraitTest",""
"TFamixTAssociationTest",""
"FamixTWithExceptionsTest",""
"FamixTWithTemplatesTest",""
"FamixTAnnotationTypeTest",""
"FamixTGlobalVariableTest",""
"TFamixTWithSourceLanguageTest",""
"TFamixTWithFileIncludesTest",""
"TFamixTTypeAliasTest",""
"TFamixTNamespaceTest",""
"TFamixTFolderTest",""
"FamixTParameterizedTypeUserTest",""
"FamixTWithAnnotationInstancesTest",""
"TFamixTCommentTest",""
"FamixTWithNamespacesTest",""
"FamixTExceptionTest",""
"FamixTModuleTest",""
"TFamixTWithTypeAliasesTest",""
"TFamixTWithImmediateSourceTest",""
"TFamixTTypedStructureTest",""
"TFamixTParameterizedTypeTest",""
"FamixTTraitUsageTest",""
"TFamixTHeaderTest",""
"FamixTWithFileIncludesTest",""
"FamixTWithThrownExceptionsTest",""
"FamixTAssociationTest",""
"FamixTHeaderTest",""
"FamixTReferenceTest",""
"TFamixTWithModifiersTest",""
"TFamixTWithAnnotationTypesTest",""
"TFamixTScopingEntityTest",""
"FamixTWithAnnotationTypesTest",""
"TFamixTInvocableTest",""
"FamixTWithPackagesTest",""
"TFamixTDefinedInModuleTest",""
"TFamixTAccessibleTest",""
"FamixTFileAnchorTest",""
"FamixTMultipleFileAnchorTest",""
"FamixTTraitUserTest",""
"TFamixTDereferencedInvocationTest",""
"TFamixTWithParameterizedTypesTest",""
"TFamixTWithCompilationUnitTest",""
"TFamixTTemplateUserTest",""
"TFamixTMethodTest",""
"TFamixTFileAnchorTest",""
"FamixTWithFilesTest",""
"FamixTWithTraitsTest",""
"FamixTAttributeTest",""
"TFamixTAnnotationTypeTest",""
"FamixTImplicitVariableTest",""
"FamixTReferenceableTest",""
"FamixTWithAttributesTest",""
"TFamixTWithSourceAnchorTest",""
"TFamixTWithExceptionsTest",""
"TFamixTTraitUserTest",""
"FamixTWithParameterizedTypeUsersTest",""
"TFamixTFileTest",""
"TFamixTNamespaceEntityTest",""
"FamixTFileIncludeTest",""
"FamixTNamedTest",""
"TFamixTest",""
"FamixTTypeAliasTest",""
"FamixTWithFunctionsTest",""
"TFamixTWithTraitsTest",""
"TFamixTWithHeaderTest",""
"TFamixTTypedAnnotationInstanceTest",""
"TFamixTParameterTest",""
"TFamixTGlobalVariableTest",""
"FamixTCaughtExceptionTest",""
"FamixTWithTypeAliasesTest",""
"FamixTIndexedFileNavigationTest",""
"FamixTScopingEntityTest",""
"FamixTWithCaughtExceptionsTest",""
"FamixTWithParameterizedTypesTest",""
"TFamixWithMSEExportTestCase","Description--------------------I am a trait that can be applied to TestCase subclasses. The test case should fill a model in the setUp method. I will run each tests two times. The first with the filled model. The second with the model I get from exporting and reimporting the model to a MSE file."
"TFamixTWithMethodsTest",""
"TFamixTWithAnnotationInstancesTest",""
"TFamixTReferenceableTest",""
"TFamixTInheritanceTest",""
"FamixTFileNavigationTest",""
"FamixTNamespaceEntityTest",""
"TFamixTDeclaredExceptionTest",""
"TFamixTAccessTest",""
"FamixTTypeTest",""
"TFamixTEnumValueTest",""
"FamixTWithHeaderTest",""
"FamixTWithTypedStructuresTest",""
"FamixTCommentTest",""
"TFamixTWithParameterizedTypeUsersTest",""
"TFamixTWithCommentsTest",""
"TFamixTTemplateTest",""
"TFamixTLocalVariableTest",""
"FamixTInheritanceTest",""
"FamixTSourceAnchorTest",""
"TFamixTAnnotationTypeAttributeTest",""
"FamixTWithCommentsTest",""
"FamixTWithParametersTest",""
"FamixTAccessTest",""
"FamixTFileSystemEntityTest",""
"TFamixTWithSignatureTest",""
"TFamixTWithEnumValuesTest",""
"TFamixTTraitUsageTest",""
"TFamixTNamedTest",""
"FamixTNamespaceTest",""
"TFamixTFileSystemEntityTest",""
"FamixTTypedAnnotationInstanceAttributeTest",""
"TFamixTCaughtExceptionTest",""
"FamixTWithImmediateSourceTest",""
"FamixTWithTypesTest",""
"FamixTCompilationUnitTest",""
"FamixTInvocableTest",""
"TFamixTWithThrownExceptionsTest",""
"TFamixTWithFunctionsTest",""
"TFamixTTypedAnnotationInstanceAttributeTest",""
"TFamixTPackageableTest",""
"TFamixTGlobalVariableScopeTest",""
"FamixTSourceLanguageTest",""
"FamixTWithCompilationUnitTest",""
"FamixTWithReferencesTest",""
"FamixTAccessibleTest",""
"FamixTFileTest",""
"FamixTPackageTest",""
"TFamixTWithTypesTest",""
"TFamixTWithInvocationsTest",""
"TFamixTWithAnnotationInstanceAttributesTest",""
"TFamixTReferenceTest",""
"FamixTTypedAnnotationInstanceTest",""
"TFamixTIndexedFileNavigationTest",""
"FamixTWithImplicitVariablesTest",""
"FamixTWithPackages",""
"FamixTNamespaceEntity",""
"FamixTWithImplicitVariables",""
"FamixTInvocation","FAMIXInvocation represents the invocation of a message (signature) on a receiver by a behavioural entity. FAMIXInvocation has:   (i)  sender: the behavioral entity that sends the message;   (ii) receiver: the structural entity (variable) that receives the message;   (iii) candidates: the list of potential behavioral entities that are actually being invoked. This is particularly useful for dynamic languages.In an invocation, From is the sender of the message and To is the list of candidates. For each invocation in the source code, there is one famix invocation created even if it is from the same behavioral entity towards the same variable and the same message. For example in smalltalk, the following codeanObject aSelector.will produce one invocation association from current method to a variable anObject with candidate aSelector. The list of candidates will also contain all the methods defining a similar signature as aSelector. "
"FamixTWithEnumValues",""
"FamixTTypedAnnotationInstanceAttribute",""
"FamixTWithThrownExceptions",""
"FamixTWithCaughtExceptions",""
"FamixTTemplateUser",""
"FamixTFileInclude",""
"FamixTPreprocessorIfdef","Represent a preprocessor #ifdef/#ifndef statementKnows the name of the macro tested and whether it is ""negated"" (#ifndef) or not (#ifdef)"
"FamixTCompilationUnit","I represent a compilation unit file. Typically a .c or .cpp file"
"FamixTAccessible",""
"FamixTWithSignature",""
"FamixTWithModifiers",""
"FamixTNamed",""
"FamixTWithHeader",""
"FamixTClass","FAMIXClass represents an entity which can build new instances. A FAMIXClass is a FAMIXType, therefore it is involved in super/sub types relationships (depending on the language) and it holds attributes, methods.FAMIX does not model explicitly interfaces, but a FAMIXClass can represent a Java interface by setting the isInterface property.A class is typically scoped in a namespace. To model nested or anonymous classes, extractors can set the container of classes to classes or methods, respectively."
"FamixTWithDeclaredExceptions",""
"FamixTInheritance",""
"FamixTTypeAlias","This entity models a typedef in C.Instance Variables:	aliasedType	<ProtoObject | PseudoContext>"
"FamixTWithAnnotationTypes",""
"FamixTSourceLanguage","FAMIXSourceLanguage represents the programming language in which an entity is written. It is used for dispatching entity actions for specific languages. For example, formatting a source text will be performed according to the language. A project may have multiple languages. A source language has a name and entities that are written in this language. One can create a default source language for a project by not associating any entities to it. In this case, all entities that do not have specific source langauge, belong to the default source language. One can attach entities to a sourceLanguage using addSourceEntity:."
"FamixTException","This is the abstract representation of an Exception. It is specific to Java. It points to an exceptionClass. The class of a FAMIXException is a normal FAMIXClass."
"FamixTWithStatements",""
"FamixTParameterizedTypeUser",""
"FamixTClassHierarchyNavigation",""
"FamixTAnnotationInstanceAttribute","This models the actual value of an attribute in an AnnotationInstance.In the following AnnotationInstance of Java, timeout is an annotation instance attribute :@Test(timeout = 500)Instance Variables:	parentAnnotationInstance	<FAMIXAnnotationInstance>	annotationTypeAttribute	<FAMIXAnnotationTypeAttribute>	value	<Object>"
"FamixTWithParameters",""
"FamixTWithLocalVariables",""
"FamixTModule","FAMIXModule represents a that basically provides a simple scoping abstraction for a .C/.CPP/.H files."
"FamixTWithFiles",""
"FamixTAttribute","FAMIXAttribute represents a field of a class. It is an attribute of the parent type."
"FamixTWithTypedStructures",""
"FamixTWithComments",""
"FamixTTraitUsage",""
"FamixTFile","It represents a file in the file system."
"FamixTWithAnnotationInstanceAttributes",""
