filename,comment_amount,code_amount,ratio,classComment,methodComment,methodBody,constructorComment,constructorBody,fieldComment,fieldBody,classCommentLineLength,classCommentSymbolLength
JavaFutureAction.java,22,6,3.6666666666666665,,"/**
 * Returns the job IDs run by the underlying async operation.
 *
 * This returns the current snapshot of the job list. Certain operations may run multiple
 * jobs, so multiple calls to this method may return different lists.
 */
 
","jobIds 
",,,,,1,0
Function0.java,19,6,3.1666666666666665,"
 * A zero-argument function that returns an R.
 ",,,,,,,1,46
MapGroupsFunction.java,19,7,2.7142857142857144,"
 * Base interface for a map function used in GroupedDataset's mapGroup function.
 ",,,,,,,1,80
ForeachFunction.java,21,6,3.5,"
 * Base interface for a function used in Dataset's foreach function.
 *
 * Spark will invoke the call function on each element in the input Dataset.
 ",,,,,,,3,144
VoidFunction2.java,19,6,3.1666666666666665,"
 * A two-argument function that takes arguments of type T1 and T2 with no return value.
 ",,,,,,,1,87
PairFlatMapFunction.java,20,8,2.5,"
 * A function that returns zero or more key-value pair records from each input record. The
 * key-value pairs are represented as scala.Tuple2 objects.
 ",,,,,,,2,148
PairFunction.java,20,7,2.857142857142857,"
 * A function that returns key-value pairs (Tuple2&lt;K, V&gt;), and can be used to
 * construct PairRDDs.
 ",,,,,,,2,104
MapPartitionsFunction.java,19,7,2.7142857142857144,"
 * Base interface for function used in Dataset's mapPartitions.
 ",,,,,,,1,63
DoubleFunction.java,19,6,3.1666666666666665,"
 *  A function that returns Doubles, and can be used to construct DoubleRDDs.
 ",,,,,,,1,77
FlatMapFunction.java,20,8,2.5,"
 * A function that returns zero or more output records from each input record.
 ",,,,,,,1,78
FilterFunction.java,21,6,3.5,"
 * Base interface for a function used in Dataset's filter function.
 *
 * If the function returns true, the element is included in the returned Dataset.
 ",,,,,,,3,148
Function4.java,19,6,3.1666666666666665,"
 * A four-argument function that takes arguments of type T1, T2, T3 and T4 and returns an R.
 ",,,,,,,1,92
VoidFunction.java,19,6,3.1666666666666665,"
 * A function with no return value.
 ",,,,,,,1,35
ReduceFunction.java,19,6,3.1666666666666665,"
 * Base interface for function used in Dataset's reduce.
 ",,,,,,,1,56
CoGroupFunction.java,20,7,2.857142857142857,"
 * A function that returns zero or more output records from each grouping key and its values from 2
 * Datasets.
 ",,,,,,,2,110
FlatMapFunction2.java,19,7,2.7142857142857144,"
 * A function that takes two inputs and returns zero or more output records.
 ",,,,,,,1,76
DoubleFlatMapFunction.java,19,7,2.7142857142857144,"
 * A function that returns zero or more records of type Double from each input record.
 ",,,,,,,1,86
ForeachPartitionFunction.java,19,7,2.7142857142857144,"
 * Base interface for a function used in Dataset's foreachPartition function.
 ",,,,,,,1,77
Function2.java,19,7,2.7142857142857144,"
 * A two-argument function that takes arguments of type T1 and T2 and returns an R.
 ",,,,,,,1,83
MapFunction.java,20,8,2.5,"
 * Base interface for a map function used in Dataset's map function.
 ",,,,,,,1,68
Function.java,23,11,2.090909090909091,"
 * Base interface for functions whose return types do not create special RDDs. PairFunction and
 * DoubleFunction are handled separately, to allow PairRDDs and DoubleRDDs to be constructed
 * when mapping RDDs of other types.
 ",,,,,,,3,221
Function3.java,19,6,3.1666666666666665,"
 * A three-argument function that takes arguments of type T1, T2 and T3 and returns an R.
 ",,,,,,,1,89
FlatMapGroupsFunction.java,19,7,2.7142857142857144,"
 * A function that returns zero or more output records from each grouping key and its values.
 ",,,,,,,1,93
StorageLevels.java,27,24,1.125,"
 * Expose some commonly useful storage level constants.
 ","/**
 * Create a new StorageLevel object.
 * @param useDisk saved to disk, if true
 * @param useMemory saved to on-heap memory, if true
 * @param useOffHeap saved to off-heap memory, if true
 * @param deserialized saved as deserialized objects, if true
 * @param replication replication factor
 */
 
","{
    return StorageLevel.apply(useDisk, useMemory, useOffHeap, deserialized, replication);
} 
",,,,,1,55
SparkJobInfo.java,22,7,3.142857142857143,"
 * Exposes information about Spark Jobs.
 *
 * This interface is not designed to be implemented outside of Spark.  We may add additional methods
 * which may break binary compatibility with outside implementations.
 ",,,,,,,4,208
JobExecutionStatus.java,13,28,0.4642857142857143,,,,,,,,1,0
SparkFirehoseListener.java,25,114,0.21929824561403508,"
 * Class that allows users to receive all SparkListener events.
 * Users should override the onEvent method.
 *
 * This is a concrete Java class in order to ensure that we don't forget to update it when adding
 * new methods to SparkListener: forgetting to add a method will result in a compilation error (if
 * this was a concrete Scala class, default implementations of new event handlers would be inherited
 * from the SparkListener trait).
 ",,,,,,,7,431
EdgeActiveness.java,24,8,3.0,"
 * Criteria for filtering edges based on activeness. For internal use only.
 ",,,,,,,1,75
TripletFields.java,39,20,1.95,"
 * Represents a subset of the fields of an [[EdgeTriplet]] or [[EdgeContext]]. This allows the
 * system to populate only those fields for efficiency.
 ",,,"/**
 * Constructs a default TripletFields in which all fields are included.
 */
 
","{
    this(true, true, true);
} 
","/**
 * Indicates whether the source vertex attribute is included.
 */
 
/**
 * Indicates whether the destination vertex attribute is included.
 */
 
/**
 * Indicates whether the edge attribute is included.
 */
 
/**
 * None of the triplet fields are exposed.
 */
 
/**
 * Expose only the edge field and not the source or destination field.
 */
 
/**
 * Expose the source and edge fields but not the destination field. (Same as Src)
 */
 
/**
 * Expose the destination and edge fields but not the source field. (Same as Dst)
 */
 
/**
 * Expose all the fields (source, edge, and destination).
 */
 
","Field useSrc
Field useDst
Field useEdge
Field None
Field EdgeOnly
Field Src
Field Dst
Field All
",2,148
JavaLogisticRegressionSuite.java,21,110,0.19090909090909092,,,,,,,,1,0
JavaStreamingLogisticRegressionSuite.java,16,54,0.2962962962962963,,,,,,,,1,0
JavaNaiveBayesSuite.java,17,61,0.2786885245901639,,,,,,,,1,0
JavaSVMSuite.java,16,50,0.32,,,,,,,,1,0
JavaALSSuite.java,18,146,0.1232876712328767,,,,,,,,1,0
JavaDecisionTreeSuite.java,17,57,0.2982456140350877,,,,,,,,1,0
JavaRowMatrixSuite.java,16,20,0.8,,,,,,,,1,0
JavaMatricesSuite.java,16,123,0.13008130081300814,,,,,,,,1,0
JavaVectorsSuite.java,16,20,0.8,,,,,,,,1,0
JavaMLUtilsSuite.java,16,50,0.32,,,,,,,,1,0
JavaKMeansSuite.java,17,57,0.2982456140350877,,,,,,,,1,0
JavaLDASuite.java,33,128,0.2578125,,,,,,,,1,0
JavaStreamingKMeansSuite.java,16,54,0.2962962962962963,,,,,,,,1,0
JavaGaussianMixtureSuite.java,16,25,0.64,,,,,,,,1,0
JavaBisectingKMeansSuite.java,16,35,0.45714285714285713,,,,,,,,1,0
JavaFPGrowthSuite.java,18,65,0.27692307692307694,,,,,,,,1,0
JavaAssociationRulesSuite.java,16,18,0.8888888888888888,,,,,,,,1,0
JavaPrefixSpanSuite.java,18,63,0.2857142857142857,,,,,,,,1,0
JavaStatisticsSuite.java,17,85,0.2,,,,,,,,1,0
JavaRankingMetricsSuite.java,16,31,0.5161290322580645,,,,,,,,1,0
JavaTfIdfSuite.java,18,46,0.391304347826087,,,,,,,,1,0
JavaWord2VecSuite.java,16,35,0.45714285714285713,,,,,,,,1,0
JavaRandomRDDsSuite.java,17,229,0.07423580786026202," This is just a test generator, it always returns a string of 42",,,,,,,1,64
JavaRidgeRegressionSuite.java,17,60,0.2833333333333333,,,,,,,,1,0
JavaStreamingLinearRegressionSuite.java,16,53,0.3018867924528302,,,,,,,,1,0
JavaLassoSuite.java,17,46,0.3695652173913043,,,,,,,,1,0
JavaLinearRegressionSuite.java,18,63,0.2857142857142857,,,,,,,,1,0
JavaIsotonicRegressionSuite.java,16,43,0.37209302325581395,,,,,,,,1,0
SharedSparkSession.java,16,29,0.5517241379310345,,,,,,,,1,0
JavaGBTClassifierSuite.java,29,44,0.6590909090909091,,,,,,,,1,0
JavaLogisticRegressionSuite.java,21,110,0.19090909090909092,,,,,,,,1,0
JavaDecisionTreeClassifierSuite.java,30,39,0.7692307692307693,,,,,,,,1,0
JavaNaiveBayesSuite.java,17,61,0.2786885245901639,,,,,,,,1,0
JavaOneVsRestSuite.java,19,43,0.4418604651162791,,,,,,,,1,0
JavaMultilayerPerceptronClassifierSuite.java,16,33,0.48484848484848486,,,,,,,,1,0
JavaRandomForestClassifierSuite.java,30,66,0.45454545454545453,,,,,,,,1,0
JavaSQLDataTypesSuite.java,16,11,1.4545454545454546,,,,,,,,1,0
JavaAttributeGroupSuite.java,16,25,0.64,,,,,,,,1,0
JavaAttributeSuite.java,16,32,0.5,,,,,,,,1,0
JavaDefaultReadWriteSuite.java,17,40,0.425,,,,,,,,1,0
JavaLibSVMRelationSuite.java,19,42,0.4523809523809524,"
 * Test LibSVMRelation in Java.
 ",,,,,,,1,31
JavaKMeansSuite.java,17,57,0.2982456140350877,,,,,,,,1,0
JavaParamsSuite.java,19,26,0.7307692307692307,"
 * Test Param and related classes in Java
 ",,,,,,,1,41
JavaTestParams.java,19,80,0.2375,"
 * A subclass of Params for testing.
 ",,,,,,,1,36
JavaSummarizerSuite.java,16,38,0.42105263157894735,,,,,,,,1,0
JavaKolmogorovSmirnovTestSuite.java,22,40,0.55,,,,,,,,1,0
JavaCrossValidatorSuite.java,16,40,0.4,,,,,,,,1,0
JavaStandardScalerSuite.java,19,28,0.6785714285714286,,,,,,,,1,0
JavaNormalizerSuite.java,19,27,0.7037037037037037,,,,,,,,1,0
JavaPolynomialExpansionSuite.java,16,48,0.3333333333333333,,,,,,,,1,0
JavaHashingTFSuite.java,16,46,0.34782608695652173,,,,,,,,1,0
JavaPCASuite.java,16,68,0.23529411764705882,,,,,,,,1,0
JavaTokenizerSuite.java,16,32,0.5,,,,,,,,1,0
JavaVectorSlicerSuite.java,16,40,0.4,,,,,,,,1,0
JavaDCTSuite.java,16,35,0.45714285714285713,,,,,,,,1,0
JavaVectorIndexerSuite.java,17,31,0.5483870967741935,,,,,,,,1,0
JavaStringIndexerSuite.java,19,34,0.5588235294117647,,"/**
 * An alias for RowFactory.create.
 */
 
","{
    return RowFactory.create(values);
} 
",,,,,1,0
JavaStopWordsRemoverSuite.java,16,30,0.5333333333333333,,,,,,,,1,0
JavaWord2VecSuite.java,16,35,0.45714285714285713,,,,,,,,1,0
JavaVectorAssemblerSuite.java,16,38,0.42105263157894735,,,,,,,,1,0
JavaBucketizerSuite.java,16,67,0.23880597014925373,,,,,,,,1,0
JavaDecisionTreeRegressorSuite.java,29,40,0.725,,,,,,,,1,0
JavaLinearRegressionSuite.java,18,63,0.2857142857142857,,,,,,,,1,0
JavaRandomForestRegressorSuite.java,29,67,0.43283582089552236,,,,,,,,1,0
JavaGBTRegressorSuite.java,28,45,0.6222222222222222,,,,,,,,1,0
JavaPipelineSuite.java,19,35,0.5428571428571428,"
 * Test Pipeline construction and fitting in Java.
 ",,,,,,,1,50
JavaPackage.java,22,6,3.6666666666666665,"
 * A dummy class as a workaround to show the package doc of <code>spark.mllib</code> in generated
 * Java API docs.
 * @see <a href=""http://bugs.java.com/bugdatabase/view_bug.do?bug_id=4492654"" target=""_blank"">
 *      JDK-4492654</a>
 ",,,,,,,4,228
JavaAPISuite.java,63,1363,0.046221570066030816," The test suite itself is Serializable so that anonymous Function implementations can be| serialized, as an alternative to converting these anonymous classes to static inner classes;| see http://stackoverflow.com/questions/758570/.",,,,,,,1,231
Java8APISuite.java,31,714,0.04341736694677871,"
 * Most of these tests replicate org.apache.spark.streaming.JavaAPISuite using java 8
 * lambda syntax.
 ","/**
 * This test is only for testing the APIs. It's not necessary to run it.
 */
 
","{
    JavaPairRDD<String, Boolean> initialRDD = null;
    JavaPairDStream<String, Integer> wordsDstream = null;
    Function4<Time, String, Optional<Integer>, State<Boolean>, Optional<Double>> mapFn = (time, key, value, state) -> {
        // Use all State's methods here
        state.exists();
        state.get();
        state.isTimingOut();
        state.remove();
        state.update(true);
        return Optional.of(2.0);
    };
    JavaMapWithStateDStream<String, Integer, Boolean, Double> stateDstream = wordsDstream.mapWithState(StateSpec.function(mapFn).initialState(initialRDD).numPartitions(10).partitioner(new HashPartitioner(10)).timeout(Durations.seconds(10)));
    JavaPairDStream<String, Boolean> emittedRecords = stateDstream.stateSnapshots();
    Function3<String, Optional<Integer>, State<Boolean>, Double> mapFn2 = (key, value, state) -> {
        state.exists();
        state.get();
        state.isTimingOut();
        state.remove();
        state.update(true);
        return 2.0;
    };
    JavaMapWithStateDStream<String, Integer, Boolean, Double> stateDstream2 = wordsDstream.mapWithState(StateSpec.function(mapFn2).initialState(initialRDD).numPartitions(10).partitioner(new HashPartitioner(10)).timeout(Durations.seconds(10)));
    JavaPairDStream<String, Boolean> mappedDStream = stateDstream2.stateSnapshots();
} 
",,,,,2,101
LocalJavaStreamingContext.java,16,22,0.7272727272727273,,,,,,,,1,0
JavaMapWithStateSuite.java,21,126,0.16666666666666666,,"/**
 * This test is only for testing the APIs. It's not necessary to run it.
 */
 
","{
    JavaPairRDD<String, Boolean> initialRDD = null;
    JavaPairDStream<String, Integer> wordsDstream = null;
    Function4<Time, String, Optional<Integer>, State<Boolean>, Optional<Double>> mappingFunc = (time, word, one, state) -> {
        // Use all State's methods here
        state.exists();
        state.get();
        state.isTimingOut();
        state.remove();
        state.update(true);
        return Optional.of(2.0);
    };
    JavaMapWithStateDStream<String, Integer, Boolean, Double> stateDstream = wordsDstream.mapWithState(StateSpec.function(mappingFunc).initialState(initialRDD).numPartitions(10).partitioner(new HashPartitioner(10)).timeout(Durations.seconds(10)));
    stateDstream.stateSnapshots();
    Function3<String, Optional<Integer>, State<Boolean>, Double> mappingFunc2 = (key, one, state) -> {
        // Use all State's methods here
        state.exists();
        state.get();
        state.isTimingOut();
        state.remove();
        state.update(true);
        return 2.0;
    };
    JavaMapWithStateDStream<String, Integer, Boolean, Double> stateDstream2 = wordsDstream.mapWithState(StateSpec.function(mappingFunc2).initialState(initialRDD).numPartitions(10).partitioner(new HashPartitioner(10)).timeout(Durations.seconds(10)));
    stateDstream2.stateSnapshots();
} 
",,,,,1,0
JavaStreamingListenerAPISuite.java,16,66,0.24242424242424243,,,,,,,,1,0
JavaDurationSuite.java,18,49,0.3673469387755102,,,,,,,,1,0
JavaTimeSuite.java,18,33,0.5454545454545454,,,,,,,,1,0
JavaWriteAheadLogSuite.java,17,90,0.18888888888888888,,,,,,,,1,0
JavaReceiverAPISuite.java,16,103,0.1553398058252427,,,,,,,,1,0
BatchStatus.java,16,10,1.6,,,,,,,,1,0
StreamingContextState.java,32,8,4.0,"
 * :: DeveloperApi ::
 *
 * Represents the state of a StreamingContext.
 ",,,,,,,3,67
WriteAheadLog.java,44,11,4.0,"
 * :: DeveloperApi ::
 *
 * This abstract class represents a write ahead log (aka journal) that is used by Spark Streaming
 * to save the received data (by receivers) and associated metadata to a reliable storage, so that
 * they can be recovered after driver failures. See the Spark documentation for more information
 * on how to plug in your own custom implementation of a write ahead log.
 ","/**
 * Write the record to the log and return a record handle, which contains all the information
 * necessary to read back the written record. The time is used to the index the record,
 * such that it can be cleaned later. Note that implementations of this abstract class must
 * ensure that the written data is durable and readable (using the record handle) by the
 * time this function returns.
 */
 
/**
 * Read a written record based on the given record handle.
 */
 
/**
 * Read and return an iterator of all the records that have been written but not yet cleaned up.
 */
 
/**
 * Clean all the records that are older than the threshold time. It can wait for
 * the completion of the deletion.
 */
 
/**
 * Close this log and release any resources. It must be idempotent.
 */
 
","write 
read 
readAll 
clean 
close 
",,,,,6,382
WriteAheadLogRecordHandle.java,26,4,6.5,"
 * :: DeveloperApi ::
 *
 * This abstract class represents a handle that refers to a record written in a
 * {@link org.apache.spark.streaming.util.WriteAheadLog WriteAheadLog}.
 * It must contain all the information necessary for the record to be read and returned by
 * an implementation of the WriteAheadLog class.
 *
 * @see org.apache.spark.streaming.util.WriteAheadLog
 ",,,,,,,8,359
HadoopConfigProvider.java,17,28,0.6071428571428571," Use the Hadoop configuration to obtain config values. ",,,,,,,1,55
YarnShuffleService.java,92,288,0.3194444444444444,"
 * An external shuffle service used by Spark on Yarn.
 *
 * This is intended to be a long-running auxiliary service that runs in the NodeManager process.
 * A Spark application may connect to this service by setting `spark.shuffle.service.enabled`.
 * The application also automatically derives the service port through `spark.shuffle.service.port`
 * specified in the Yarn configuration. This is so that both the clients and the server agree on
 * the same port to communicate on.
 *
 * The service also optionally supports authentication. This ensures that executors from one
 * application cannot read the shuffle files written by those from another. This feature can be
 * enabled by setting `spark.authenticate` in the Yarn configuration before starting the NM.
 * Note that the Spark application must also set `spark.authenticate` manually and, unlike in
 * the case of the service port, will not inherit this setting from the Yarn configuration. This
 * is because an application running on the same Yarn cluster may choose to not use the external
 * shuffle service, in which case its setting of `spark.authenticate` should be independent of
 * the service's.
 | just for integration tests that want to look at this file -- in general not sensible as| An entity that manages the shuffle secret per application|
   * Simply encodes an application ID.
   ","/**
 * Return whether authentication is enabled as specified by the configuration.
 * If so, fetch requests will fail unless the appropriate authentication secret
 * for the application is provided.
 */
 
/**
 * Start the shuffle server with the given configuration.
 */
 
/**
 * Close the shuffle server to clean up any associated state.
 */
 
/**
 * Set the recovery path for shuffle service recovery when NM is restarted. This will be call
 * by NM if NM recovery is enabled.
 */
 
/**
 * Get the path specific to this auxiliary service to use for recovery.
 */
 
/**
 * Figure out the recovery path and handle moving the DB if YARN NM recovery gets enabled
 * and DB exists in the local dir of NM by old version of shuffle service.
 */
 
","{
    return secretManager != null;
} 
{
    _conf = conf;
    boolean stopOnFailure = conf.getBoolean(STOP_ON_FAILURE_KEY, DEFAULT_STOP_ON_FAILURE);
    try {
        // In case this NM was killed while there were running spark applications, we need to restore
        // lost state for the existing executors. We look for an existing file in the NM's local dirs.
        // If we don't find one, then we choose a file to use to save the state next time.  Even if
        // an application was stopped while the NM was down, we expect yarn to call stopApplication()
        // when it comes back
        if (_recoveryPath != null) {
            registeredExecutorFile = initRecoveryDb(RECOVERY_FILE_NAME);
        }
        TransportConf transportConf = new TransportConf(""shuffle"", new HadoopConfigProvider(conf));
        blockHandler = new ExternalBlockHandler(transportConf, registeredExecutorFile);
        // If authentication is enabled, set up the shuffle server to use a
        // special RPC handler that filters out unauthenticated fetch requests
        List<TransportServerBootstrap> bootstraps = Lists.newArrayList();
        boolean authEnabled = conf.getBoolean(SPARK_AUTHENTICATE_KEY, DEFAULT_SPARK_AUTHENTICATE);
        if (authEnabled) {
            secretManager = new ShuffleSecretManager();
            if (_recoveryPath != null) {
                loadSecretsFromDb();
            }
            bootstraps.add(new AuthServerBootstrap(transportConf, secretManager));
        }
        int port = conf.getInt(SPARK_SHUFFLE_SERVICE_PORT_KEY, DEFAULT_SPARK_SHUFFLE_SERVICE_PORT);
        transportContext = new TransportContext(transportConf, blockHandler);
        shuffleServer = transportContext.createServer(port, bootstraps);
        // the port should normally be fixed, but for tests its useful to find an open port
        port = shuffleServer.getPort();
        boundPort = port;
        String authEnabledString = authEnabled ? ""enabled"" : ""not enabled"";
        // register metrics on the block handler into the Node Manager's metrics system.
        blockHandler.getAllMetrics().getMetrics().put(""numRegisteredConnections"", shuffleServer.getRegisteredConnections());
        YarnShuffleServiceMetrics serviceMetrics = new YarnShuffleServiceMetrics(blockHandler.getAllMetrics());
        MetricsSystemImpl metricsSystem = (MetricsSystemImpl) DefaultMetricsSystem.instance();
        metricsSystem.register(""sparkShuffleService"", ""Metrics on the Spark Shuffle Service"", serviceMetrics);
        logger.info(""Registered metrics with Hadoop's DefaultMetricsSystem"");
        logger.info(""Started YARN shuffle service for Spark on port {}. "" + ""Authentication is {}.  Registered executor file is {}"", port, authEnabledString, registeredExecutorFile);
    } catch (Exception e) {
        if (stopOnFailure) {
            throw e;
        } else {
            noteFailure(e);
        }
    }
} 
{
    try {
        if (shuffleServer != null) {
            shuffleServer.close();
        }
        if (transportContext != null) {
            transportContext.close();
        }
        if (blockHandler != null) {
            blockHandler.close();
        }
        if (db != null) {
            db.close();
        }
    } catch (Exception e) {
        logger.error(""Exception when stopping service"", e);
    }
} 
{
    _recoveryPath = recoveryPath;
} 
{
    return _recoveryPath;
} 
{
    Preconditions.checkNotNull(_recoveryPath, ""recovery path should not be null if NM recovery is enabled"");
    File recoveryFile = new File(_recoveryPath.toUri().getPath(), dbName);
    if (recoveryFile.exists()) {
        return recoveryFile;
    }
    // db doesn't exist in recovery path go check local dirs for it
    String[] localDirs = _conf.getTrimmedStrings(""yarn.nodemanager.local-dirs"");
    for (String dir : localDirs) {
        File f = new File(new Path(dir).toUri().getPath(), dbName);
        if (f.exists()) {
            // If the recovery path is set then either NM recovery is enabled or another recovery
            // DB has been initialized. If NM recovery is enabled and had set the recovery path
            // make sure to move all DBs to the recovery path from the old NM local dirs.
            // If another DB was initialized first just make sure all the DBs are in the same
            // location.
            Path newLoc = new Path(_recoveryPath, dbName);
            Path copyFrom = new Path(f.toURI());
            if (!newLoc.equals(copyFrom)) {
                logger.info(""Moving "" + copyFrom + "" to: "" + newLoc);
                try {
                    // The move here needs to handle moving non-empty directories across NFS mounts
                    FileSystem fs = FileSystem.getLocal(_conf);
                    fs.rename(copyFrom, newLoc);
                } catch (Exception e) {
                    // Fail to move recovery file to new path, just continue on with new DB location
                    logger.error(""Failed to move recovery file {} to the path {}"", dbName, _recoveryPath.toString(), e);
                }
            }
            return new File(newLoc.toUri().getPath());
        }
    }
    return new File(_recoveryPath.toUri().getPath(), dbName);
} 
",,,,,18,1326
YarnShuffleServiceMetrics.java,32,100,0.32,"
 * Forward {@link org.apache.spark.network.shuffle.ExternalBlockHandler.ShuffleMetrics}
 * to hadoop metrics system.
 * NodeManager by default exposes JMX endpoint where can be collected.
 ","/**
 * Get metrics from the source
 *
 * @param collector to contain the resulting metrics snapshot
 * @param all       if true, return all metrics even if unchanged.
 */
 
/**
 * The metric types used in
 * {@link org.apache.spark.network.shuffle.ExternalBlockHandler.ShuffleMetrics}.
 * Visible for testing.
 */
 
","{
    MetricsRecordBuilder metricsRecordBuilder = collector.addRecord(""sparkShuffleService"");
    for (Map.Entry<String, Metric> entry : metricSet.getMetrics().entrySet()) {
        collectMetric(metricsRecordBuilder, entry.getKey(), entry.getValue());
    }
} 
{
    if (metric instanceof Timer) {
        Timer t = (Timer) metric;
        metricsRecordBuilder.addCounter(new ShuffleServiceMetricsInfo(name + ""_count"", ""Count of timer "" + name), t.getCount()).addGauge(new ShuffleServiceMetricsInfo(name + ""_rate15"", ""15 minute rate of timer "" + name), t.getFifteenMinuteRate()).addGauge(new ShuffleServiceMetricsInfo(name + ""_rate5"", ""5 minute rate of timer "" + name), t.getFiveMinuteRate()).addGauge(new ShuffleServiceMetricsInfo(name + ""_rate1"", ""1 minute rate of timer "" + name), t.getOneMinuteRate()).addGauge(new ShuffleServiceMetricsInfo(name + ""_rateMean"", ""Mean rate of timer "" + name), t.getMeanRate());
    } else if (metric instanceof Meter) {
        Meter m = (Meter) metric;
        metricsRecordBuilder.addCounter(new ShuffleServiceMetricsInfo(name + ""_count"", ""Count of meter "" + name), m.getCount()).addGauge(new ShuffleServiceMetricsInfo(name + ""_rate15"", ""15 minute rate of meter "" + name), m.getFifteenMinuteRate()).addGauge(new ShuffleServiceMetricsInfo(name + ""_rate5"", ""5 minute rate of meter "" + name), m.getFiveMinuteRate()).addGauge(new ShuffleServiceMetricsInfo(name + ""_rate1"", ""1 minute rate of meter "" + name), m.getOneMinuteRate()).addGauge(new ShuffleServiceMetricsInfo(name + ""_rateMean"", ""Mean rate of meter "" + name), m.getMeanRate());
    } else if (metric instanceof Gauge) {
        final Object gaugeValue = ((Gauge) metric).getValue();
        if (gaugeValue instanceof Integer) {
            metricsRecordBuilder.addGauge(getShuffleServiceMetricsInfoForGauge(name), (Integer) gaugeValue);
        } else if (gaugeValue instanceof Long) {
            metricsRecordBuilder.addGauge(getShuffleServiceMetricsInfoForGauge(name), (Long) gaugeValue);
        } else if (gaugeValue instanceof Float) {
            metricsRecordBuilder.addGauge(getShuffleServiceMetricsInfoForGauge(name), (Float) gaugeValue);
        } else if (gaugeValue instanceof Double) {
            metricsRecordBuilder.addGauge(getShuffleServiceMetricsInfoForGauge(name), (Double) gaugeValue);
        } else {
            throw new IllegalStateException(""Not supported class type of metric["" + name + ""] for value "" + gaugeValue);
        }
    } else if (metric instanceof Counter) {
        Counter c = (Counter) metric;
        long counterValue = c.getCount();
        metricsRecordBuilder.addGauge(getShuffleServiceMetricsInfoForCounter(name), counterValue);
    }
} 
",,,,,3,183
AuthIntegrationSuite.java,22,193,0.11398963730569948,,,,,,,,1,0
AuthMessagesSuite.java,16,50,0.32,,,,,,,,1,0
AuthEngineSuite.java,20,155,0.12903225806451613,,,,,,,,1,0
TestUtils.java,16,23,0.6956521739130435,,,,,,,,1,0
TestManagedBuffer.java,21,72,0.2916666666666667,"
 * A ManagedBuffer implementation that contains 0, 1, 2, 3, ..., (len-1).
 *
 * Used for testing.
 ",,,,,,,3,93
TransportFrameDecoderSuite.java,24,248,0.0967741935483871,,"/**
 * Creates a number of randomly sized frames and feed them to the given decoder, verifying
 * that the frames were read.
 */
 
","{
    ByteBuf data = Unpooled.buffer();
    for (int i = 0; i < frameCount; i++) {
        byte[] frame = new byte[1024 * (RND.nextInt(31) + 1)];
        data.writeLong(frame.length + 8);
        data.writeBytes(frame);
    }
    try {
        while (data.isReadable()) {
            int size = RND.nextInt(4 * 1024) + 256;
            decoder.channelRead(ctx, data.readSlice(Math.min(data.readableBytes(), size)).retain());
        }
        verify(ctx, times(frameCount)).fireChannelRead(any(ByteBuf.class));
    } catch (Exception e) {
        release(data);
        throw e;
    }
    return data;
} 
",,,,,1,0
CryptoUtilsSuite.java,16,24,0.6666666666666666,,,,,,,,1,0
NettyMemoryMetricsSuite.java,18,131,0.13740458015267176,,,,,,,,1,0
ChunkFetchRequestHandlerSuite.java,18,78,0.23076923076923078,,,,,,,,1,0
ChunkFetchIntegrationSuite.java,16,201,0.07960199004975124,,,,,,,,1,0
SparkSaslSuite.java,35,366,0.09562841530054644,"
 * Jointly tests SparkSaslClient and SparkSaslServer, as both are black boxes.
 ",,,,,"/**
 * Provides a secret key holder which returns secret key == appId
 */
 
","Field secretKeyHolder
",1,78
OneForOneStreamManagerSuite.java,20,64,0.3125,,,,,,,,1,0
MessageWithHeaderSuite.java,22,135,0.16296296296296298,,"/**
 * Test writing a {@link MessageWithHeader} using the given {@link ByteBuf} as header.
 *
 * @param header the header to use.
 * @throws Exception thrown on error.
 */
 
","{
    long expectedHeaderValue = header.getLong(header.readerIndex());
    ByteBuf bodyPassedToNettyManagedBuffer = Unpooled.copyLong(84);
    assertEquals(1, header.refCnt());
    assertEquals(1, bodyPassedToNettyManagedBuffer.refCnt());
    ManagedBuffer managedBuf = new NettyManagedBuffer(bodyPassedToNettyManagedBuffer);
    Object body = managedBuf.convertToNetty();
    assertEquals(2, bodyPassedToNettyManagedBuffer.refCnt());
    assertEquals(1, header.refCnt());
    MessageWithHeader msg = new MessageWithHeader(managedBuf, header, body, managedBuf.size());
    ByteBuf result = doWrite(msg, 1);
    assertEquals(msg.count(), result.readableBytes());
    assertEquals(expectedHeaderValue, result.readLong());
    assertEquals(84, result.readLong());
    assertTrue(msg.release());
    assertEquals(0, bodyPassedToNettyManagedBuffer.refCnt());
    assertEquals(0, header.refCnt());
} 
",,,,,1,0
RpcIntegrationSuite.java,22,397,0.055415617128463476,,,,,,,,1,0
RequestTimeoutIntegrationSuite.java,45,198,0.22727272727272727,"
 * Suite which ensures that requests that go without a response for the network timeout period are
 * failed, and the connection closed.
 *
 * In this suite, we use 10 seconds as the connection timeout, with some slack given in the tests,
 * to ensure stability in different test environments.
 | A timeout will cause the connection to be closed, invalidating the current TransportClient.| The timeout is relative to the LAST request sent, which is kinda weird, but still.|
   * Callback which sets 'success' or 'failure' on completion.
   * Additionally notifies all waiters on this callback when invoked.
   ",,,,,,,8,595
